id,question,hop_count,reasoning_path,variant_type
1208,"Ai là người tiền nhiệm của Trịnh Đình Dũng trong chức vụ Bộ trưởng Bộ Xây dựng Việt Nam, và người đó đã giữ chức vụ Chủ tịch nước trong khoảng thời gian nào?
A) Trần Khuy, (Trần Nam Trung) - từ 2006 đến 2011
B) Bùi Văn Nam - từ 2016 đến 2021
C) Không có dữ kiện
D) Phạm Hồng Hà - từ 2010-07-29 đến 2015-08-04",2,"[""pol55980"", ""PRECEDED"", ""pol1463238"", ""TERM_DURATION"", ""DURATION_từ 2010-07-29 đến 2015-08-04""]",UNANSWERABLE
1209,"Ai là người kế nhiệm của Nguyễn Tấn Hưng trong vai trò Chủ tịch Hội đồng nhân dân tỉnh Bình Phước, và người đó sinh năm bao nhiêu?
A) Trần Tuệ Hiền - 1969
B) Vũ Hồng Văn - 1977
C) Nguyễn Bá Cảnh - 1964
D) Không có dữ kiện",2,"[""pol1464720"", ""PRECEDED"", ""pol3710243"", ""BORN_YEAR"", ""YEAR_1969""]",UNANSWERABLE
1210,"Ai là người kế nhiệm Trần Lưu Quang trong vai trò Bí thư Tỉnh ủy Tây Ninh và giữ chức Chủ tịch Hội đồng Nhân dân tỉnh Bình Dương trong khoảng thời gian 2020-2024?
A) Nguyễn Văn Yểu - từ 2025 đến 2029
B) Phạm Viết Thanh - từ 2021-06-30 đến 2025-06-30
C) Nguyễn Như Hoạt - từ 2028 đến 2032
D) Không có dữ kiện",2,"[""pol798260"", ""PRECEDED"", ""pol3702677"", ""TERM_DURATION"", ""DURATION_từ 2021-06-30 đến 2025-06-30""]",UNANSWERABLE
1211,"Lê Thanh Nghị kế nhiệm ai trong chức vụ Chủ tịch nước, và người đó sinh năm bao nhiêu?
A) Trung tướng, Tiến sĩ Đinh Văn Nơi - 1902
B) Mai Hoàng - 1907
C) Không có dữ kiện
D) Trịnh Việt Hùng - 1902",2,"[""pol99226"", ""SUCCEEDED"", ""pol58729"", ""BORN_YEAR"", ""YEAR_1912""]",UNANSWERABLE
1212,"Ai là người tiền nhiệm của Quản Minh Cường trong chức vụ Giám đốc Sở Kế hoạch và Đầu tư Hà Nội, người đó kế nhiệm ai trong chức vụ Chủ tịch Ủy ban nhân dân Thành phố Hồ Chí Minh, và người cuối cùng có học vị gì?
A) Trần Vĩnh Tuyến - Nguyễn Thị Thanh - Cử nhân Ngôn ngữ học
B) Không có dữ kiện
C) Lê Quý Vương - Trần Quốc Cường - Cử nhân Khoa học xã hội
D) Phạm Minh Chính - Vũ Đức Đam - Tiến sĩ Kinh tế học",3,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""SUCCEEDED"", ""pol475335"", ""HAS_ACADEMIC_TITLE"", ""aca475335_001""]",UNANSWERABLE
1213,"Nguyễn Thanh Nghị kế nhiệm ai trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, người đó là tiền nhiệm của ai trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, và người cuối cùng sinh ở đâu?
A) Đặng Thị Ngọc Thịnh - Hoàng Ngọc Đường - Hóc Môn
B) Không có dữ kiện
C) Lê Hiến Mai - Trương Mỹ Hoa - Hải Phòng
D) Trần Lưu Quang - Phan Văn Mãi - Bến Tre",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""PRECEDED"", ""pol3340042"", ""BORN_AT"", ""loc106956_001""]",UNANSWERABLE
1214,"Ai đã kế nhiệm Nông Đức Mạnh trong các chức vụ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, Bí thư Quân ủy Trung ương, và người đó phục vụ trong đơn vị nào, và liệu đơn vị đó có liên quan đến ngành hàng không hay không?
A) Ksor Nham - Quân chủng Hải quân Việt Nam
B) Nguyễn Văn Nên - Quân chủng Hải quân Việt Nam
C) Lê Khả Phiêu - Quân đội nhân dân Việt Nam
D) Không có dữ kiện",2,"[""pol6293"", ""SUCCEEDED"", ""pol24330"", ""SERVED_IN"", ""mil3161938_001""]",UNANSWERABLE
1215,"Ai là người tiền nhiệm của Nông Đức Mạnh trong vai trò lãnh đạo Đảng và quân đội, và người đó có quân hàm gì?
A) Vũ Ngọc Riềm - Thượng sĩ
B) Lê Quang Hòa - Trung tướng Công an nhân dân Việt Nam
C) Nguyễn Văn Thảo - Thượng Uý
D) Không có dữ kiện",2,"[""pol6293"", ""SUCCEEDED"", ""pol24330"", ""HAS_RANK"", ""mil3156606_001""]",UNANSWERABLE
1216,"Ai là người tiền nhiệm của Trịnh Đình Dũng trong vai trò Bộ trưởng Bộ Xây dựng Việt Nam, và người đó đã từng giữ chức vụ gì tại tỉnh Đồng Tháp?
A) Phạm Hồng Hà - từ 2011-06-17 đến 2015-04-14
B) Ngô Phương Ly - từ 2019 đến 2023
C) Lê Thị Thủy - từ 2001 đến 2005
D) Không có dữ kiện",2,"[""pol55980"", ""PRECEDED"", ""pol1463238"", ""TERM_DURATION"", ""DURATION_từ 2011-06-17 đến 2015-04-14""]",UNANSWERABLE
1217,"Ai là người kế nhiệm Trần Khiêu trong vai trò Chủ tịch Ủy ban nhân dân tỉnh Trà Vinh, và ông ta sinh năm bao nhiêu?
A) Lê Thanh Hải - 1971
B) Không có dữ kiện
C) Đồng Văn Lâm - 1961
D) Nông Đức Mạnh - 1965",2,"[""pol1748823"", ""PRECEDED"", ""pol2442589"", ""BORN_YEAR"", ""YEAR_1961""]",UNANSWERABLE
1218,"Ai là người kế nhiệm của Nguyễn Khắc Định ở chức vụ Bí thư Tỉnh ủy Khánh Hòa, và người đó đã giữ chức Bộ trưởng Bộ Tư pháp từ năm nào đến năm nào?
A) Trần Tuấn Anh - từ 2034
B) Lê Ất Hợi - từ 2015
C) Nguyễn Hải Ninh - từ 2024-08-26 đến nay
D) Không có dữ kiện",2,"[""pol3581718"", ""PRECEDED"", ""pol13478165"", ""TERM_DURATION"", ""DURATION_từ 2024-08-26 đến nay""]",UNANSWERABLE
1219,"Trần Văn Rón đã giữ chức vụ gì trước khi Bùi Văn Nghiêm trở thành Phó bí thư thường trực Tỉnh ủy Vĩnh Long, và Bùi Văn Nghiêm có trình độ học vấn nào?
A) Không có dữ kiện
B) Trần Xuân Giá - Cử nhân Sư phạm Lịch sử
C) Bùi Văn Nghiêm - Cao cấp lý luận chính trị
D) Huỳnh Thị Chiến Hòa - Trường Đại học Tài chính-Kế toán Hà Nội chuyên ngành Kế toán",2,"[""pol3281061"", ""PRECEDED"", ""pol14945457"", ""HAS_ACADEMIC_TITLE"", ""aca19547607_002""]",UNANSWERABLE
1220,"Ai là người kế nhiệm Nguyễn Trọng Nghĩa trong chức vụ Trưởng Ban Tuyên giáo Trung ương, và người đó kế nhiệm ai trong chức vụ Chủ tịch Hội Liên hiệp Thanh niên Việt Nam, và người cuối cùng giữ chức vụ Chủ tịch Hội Liên hiệp Thanh niên Việt Nam trong giai đoạn nào?
A) U Huấn - Nguyễn Xuân Tiến - từ 2007 đến 2010
B) Không có dữ kiện
C) Đồng Văn Lâm - Bùi Mạnh Cường - từ 2008 đến 2011
D) Nguyễn Mạnh Hùng - Nguyễn Thị Ngọc Xuân - từ 1999 đến 2002",3,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""SUCCEEDED"", ""pol71123"", ""TERM_DURATION"", ""DURATION_từ 2005 đến 2008""]",UNANSWERABLE
1221,"Ai là người tiền nhiệm của Trương Hải Long khi ông nhậm chức Chủ tịch Ủy ban nhân dân tỉnh Gia Lai, và người đó có quê quán ở tỉnh nào?
A) Đặng Xuân Phương - 1966
B) Nguyễn Ngọc Đông - 1960
C) Không có dữ kiện
D) Lê Thành Đô - 1958",2,"[""pol19753111"", ""SUCCEEDED"", ""pol3710303"", ""BORN_YEAR"", ""YEAR_1963""]",UNANSWERABLE
1222,"Ai là người kế nhiệm Trịnh Đình Dũng làm Bộ trưởng Bộ Xây dựng Việt Nam, và ông ta có bằng cấp gì?
A) Phạm Hồng Hà - Thạc sĩ Kinh tế
B) Võ Văn Dũng - Kĩ sư Vận tải-Kinh tế đường sắt
C) Không có dữ kiện
D) Nguyễn Văn Quang - Thạc sĩ Kỹ thuật xây dựng",2,"[""pol55980"", ""PRECEDED"", ""pol1463238"", ""HAS_ACADEMIC_TITLE"", ""aca19498354_001""]",UNANSWERABLE
1223,"Ai là người tiền nhiệm của Quản Minh Cường trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, người đó lại kế nhiệm ai trong chức vụ Bí thư Tỉnh ủy Quảng Ninh, và người cuối cùng nắm giữ vị trí Phó Thủ tướng Chính phủ Việt Nam, Phụ trách Văn hóa, Xã hội, Giáo dục, Y tế, Khoa học trong giai đoạn 2010-2012?
A) Không có dữ kiện
B) Nguyễn Chí Thanh, Sáu Vi, Trường Sơn - Nguyễn Ngọc Trìu - từ 2004 đến 2014
C) Phạm Minh Chính - Vũ Đức Đam - từ 2013-11-13 đến 2023-01-05
D) Nguyễn Ngọc Hai - Lê Hải An - từ 2015 đến 2025",3,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""SUCCEEDED"", ""pol475335"", ""TERM_DURATION"", ""DURATION_từ 2013-11-13 đến 2023-01-05""]",UNANSWERABLE
1224,"Nguyễn Trọng Nghĩa kế nhiệm ai trong chức vụ Giám đốc Sở Kế hoạch và Đầu tư tỉnh A, và người đó có bằng cấp gì?
A) Không có dữ kiện
B) Nguyễn Phong Hòa - Cử nhân Văn
C) Phạm Thị Phúc - Đại học chuyên ngành Luật
D) Võ Văn Thưởng - Thạc sĩ Triết học",2,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""HAS_ACADEMIC_TITLE"", ""aca248258_001""]",UNANSWERABLE
1225,"Trần Văn Túy kế nhiệm ai trong chức vụ Bí thư Tỉnh ủy Bắc Ninh, và người đó có quê gốc ở đâu?
A) Lê Huy Vịnh - Singapore
B) Không có dữ kiện
C) Cao Tường Huy - Thái Bình
D) Nguyễn Công Ngọ - Bắc Ninh",2,"[""pol794793"", ""SUCCEEDED"", ""pol2222102"", ""BORN_AT"", ""loc794793_001""]",UNANSWERABLE
1226,"Ai là người kế nhiệm của Sùng A Hồng trong vai trò Giám đốc Công an tỉnh Điện Biên, và người đó đã đảm nhiệm vị trí này trong khoảng thời gian nào?
A) Cao Tiến Dũng - từ 2014 đến 2015
B) Lê Hữu Lộc - từ 2025 đến 2026
C) Không có dữ kiện
D) Tráng A Tủa - từ 2020-06-26 đến 2021-12-01",2,"[""pol1463277"", ""PRECEDED"", ""pol19695921"", ""TERM_DURATION"", ""DURATION_từ 2020-06-26 đến 2021-12-01""]",UNANSWERABLE
1227,"Ai là người mà Phan Thị Thanh Tâm đã kế nhiệm trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, và người kế nhiệm của người đó trong vai trò Bí thư thứ nhất Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh là ai, cùng với khoảng thời gian người đó giữ chức vụ Ủy viên Trung ương Đảng khóa X, XI, XII, XIII?
A) Không có dữ kiện
B) Nguyễn Lam - Đinh Hữu Cường - từ 2004
C) Nguyễn Đức Long - Võ Nguyên Giáp - từ 1997
D) Nguyễn Thanh Bình - Phạm Văn Chánh - từ 2013",3,"[""pol19795666"", ""PRECEDED"", ""pol248258"", ""SUCCEEDED"", ""pol579243"", ""TERM_DURATION"", ""DURATION_từ 2006-04-25 đến nay""]",UNANSWERABLE
1228,"Ai là người tiền nhiệm của Nguyễn Thị Thúy Ngần trong chức vụ Thứ trưởng Bộ Công Thương, và người đó sinh năm bao nhiêu?
A) Nguyễn Thị Kim Ngân - 1954
B) Võ Anh Kiệt - 1944
C) Không có dữ kiện
D) Huỳnh Văn Tí - 1951",2,"[""pol19785738"", ""PRECEDED"", ""pol106956"", ""BORN_YEAR"", ""YEAR_1954""]",UNANSWERABLE
1229,"Nguyễn Văn An kế nhiệm ai trong chức vụ Chủ tịch Quốc hội nuớc, Cộng hòa Xã hội chủ nghĩa Việt Nam, người đó kế nhiệm ai trong chức vụ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, Bí thư Quân ủy Trung ương, và người cuối cùng sinh ra ở đâu?
A) Đôn Tuấn Phong - Ngô Minh Tiến - Phan Xuân Sang
B) Nông Đức Mạnh - Lê Khả Phiêu - Hà Nội
C) Trần Văn Thảo - Nguyễn Quang Dương - Đặng Quân Thụy
D) Không có dữ kiện",3,"[""pol22501"", ""SUCCEEDED"", ""pol6293"", ""SUCCEEDED"", ""pol24330"", ""DIED_AT"", ""loc3698506_001""]",UNANSWERABLE
1230,"Ai là người tiền nhiệm của Nguyễn Đình Khang tại chức vụ Chủ tịch Tổng Liên đoàn Lao động Việt Nam, và người đó sinh ra tại tỉnh nào?
A) Bùi Văn Cường - Hải Dương
B) Không có dữ kiện
C) Bùi Thanh Sơn - Quảng Bình
D) Phạm Văn Sinh - Hà Nam",2,"[""pol3424714"", ""SUCCEEDED"", ""pol1463209"", ""BORN_AT"", ""loc248258_001""]",UNANSWERABLE
1231,"Nguyễn Văn Hiện kế nhiệm ai trong chức vụ Chủ nhiệm Ủy ban Tư pháp của Quốc hội, và người đó sinh năm bao nhiêu?
A) Nguyễn Văn Sơn - Đông Hưng
B) Mai Ái Trực - chưa rõ
C) Không có dữ kiện
D) Nguyễn Đức Tâm - An Giang",2,"[""pol1463256"", ""SUCCEEDED"", ""pol793956"", ""BORN_AT"", ""loc1749503_001""]",UNANSWERABLE
1232,"Ai là người kế nhiệm của Nguyễn Xuân Đông trên cương vị Chủ tịch Ủy ban nhân dân tỉnh Hà Nam, và người đó có giữ chức vụ Thường vụ Tỉnh ủy Hà Nam hay không, cùng với đó là khoảng thời gian giữ chức Bí thư Thị ủy Duy Tiên là khi nào?
A) Không có dữ kiện
B) Phạm Thị Thanh Trà - từ 2017 đến 2018
C) Thượng tướng Nguyễn Khắc Nghiên - từ 2020 đến 2021
D) Trương Quốc Huy - từ 2019-12-01 đến 2020-10-06",2,"[""pol3711586"", ""PRECEDED"", ""pol19661048"", ""TERM_DURATION"", ""DURATION_từ 2019-12-01 đến 2020-10-06""]",UNANSWERABLE
1233,"Phan Văn Giang kế nhiệm ai trong chức vụ Phó Bí thư Quân ủy Trung ương, và người đó có học vị Tiến sĩ Toán học không?
A) Phạm Thanh Ngân - Cử nhân Chính trị học
B) Không có dữ kiện
C) Nguyễn Văn Quảng - Tiến sĩ Luật Hiến pháp
D) Ngô Xuân Lịch - Cử nhân Xây dựng Đảng",2,"[""pol3169162"", ""SUCCEEDED"", ""pol591117"", ""HAS_ACADEMIC_TITLE"", ""aca591117_001""]",UNANSWERABLE
1234,"Ai là tiền nhiệm của Trần Thị Nguyệt Thu trong chức vụ Phu nhân của Chủ tịch nước, và ai là người tiền nhiệm của người đó trong chức vụ Chủ tịch nước, và người đó kế nhiệm ai trong chức vụ Chủ tịch nước, người đó tốt nghiệp trường nào?
A) Phùng Quang Thanh - Nguyễn Hữu Nghĩa - Nguyễn Bạch Đằng - Đại học New South Wales
B) Phan Thị Mỹ Thanh - Phạm Thế Duyệt - Vũ Ngọc Riềm - Đại học Sư phạm Hà Nội 1
C) Phạm Thành Tâm - Nguyễn Thanh Sơn - Ngô Sách Thực - Trường Đại học Nông nghiệp Hà Nội
D) Không có dữ kiện",4,"[""pol19781134"", ""PRECEDED"", ""pol19795666"", ""PRECEDED"", ""pol248258"", ""SUCCEEDED"", ""pol459014"", ""ALUMNUS_OF"", ""alm459014_002""]",UNANSWERABLE
1235,"Ai là người kế nhiệm chức vụ Chủ tịch Quốc hội của Nguyễn Thị Thúy Ngần, và người đó có quê hương tại đâu?
A) Không có dữ kiện
B) Nguyễn Ngọc Lâm - Phú Thọ
C) Nguyễn Đắc Vinh - Hồ Chí Minh
D) Nguyễn Thị Kim Ngân - Bến Tre",2,"[""pol19785738"", ""PRECEDED"", ""pol106956"", ""BORN_AT"", ""loc106956_001""]",UNANSWERABLE
1236,"Ai là người kế nhiệm Nguyễn Trọng Nghĩa trong chức vụ Tổng Bí thư Đảng Cộng sản Việt Nam, và người đó sinh năm bao nhiêu?
A) Võ Văn Thưởng - 1970
B) Phạm Hồng Hà - 1973
C) Không có dữ kiện
D) Huỳnh Đảm - 1967",2,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""BORN_YEAR"", ""YEAR_1970""]",UNANSWERABLE
1237,"Đinh Văn Điến là người kế nhiệm của ai trong vai trò Giám đốc Sở Nông nghiệp và Phát triển nông thôn tỉnh Ninh Bình, và người đó sinh năm bao nhiêu?
A) Phạm Quang Ngọc - 1973
B) Vương Quốc Tuấn - 1965
C) Không có dữ kiện
D) Phạm Minh Tuyên - 1975",2,"[""pol3423907"", ""PRECEDED"", ""pol19608321"", ""BORN_YEAR"", ""YEAR_1973""]",UNANSWERABLE
1238,"Đào Hồng Lan là tiền nhiệm của ai trong chức vụ Tổng thống, người đó kế nhiệm ai trong chức vụ Thủ tướng, và người cuối cùng giữ chức vụ Bộ trưởng Bộ Quốc phòng Hoa Kỳ trong giai đoạn nào?
A) Hoàng Kiền - Trương Vĩnh Trọng, Hai Nghĩa - từ 1999 đến 2003
B) Trịnh Văn Quyết - Nguyễn Dy Niên - từ 2011 đến 2015
C) Trần Thị Trung Chiến - Nguyễn Quốc Triệu - từ 2007-08-02 đến 2011-08-03
D) Không có dữ kiện",3,"[""pol7503946"", ""PRECEDED"", ""pol435051"", ""SUCCEEDED"", ""pol107351"", ""TERM_DURATION"", ""DURATION_từ 2007-08-02 đến 2011-08-03""]",UNANSWERABLE
1239,"Ai là người tiền nhiệm của Nguyễn Trọng Nghĩa trong vai trò Trưởng Ban Tuyên giáo Trung ương, và người đó đã kế nhiệm ai làm Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, cùng với thời gian nắm giữ chức vụ Phó Thủ tướng Thường trực Chính phủ của người cuối cùng này?
A) Nguyễn Văn Lưu - Trần Thanh Liêm - từ 2005 đến 2010
B) Võ Văn Thưởng - Nguyễn Xuân Phúc - từ 2011-08-03 đến 2016-04-07
C) Ngô Thị Mận - Phạm Văn Chánh - từ 2005 đến 2010
D) Không có dữ kiện",3,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""SUCCEEDED"", ""pol459014"", ""TERM_DURATION"", ""DURATION_từ 2011-08-03 đến 2016-04-07""]",UNANSWERABLE
1240,"Ai là người kế nhiệm của Đỗ Mười trong chức vụ Tổng Bí thư, và người đó đã giữ chức vụ Bí thư Trung ương Cục Miền Nam trong khoảng thời gian nào?
A) Võ Hồng Phúc - từ 1953 đến 1956
B) Niê Thuật - từ 1951 đến 1954
C) Không có dữ kiện
D) Nguyễn Đức Thuận - từ 1962 đến 1965",2,"[""pol30735"", ""PRECEDED"", ""pol6298"", ""TERM_DURATION"", ""DURATION_từ 1961 đến 1964""]",UNANSWERABLE
1241,"Ai là người tiền nhiệm của Bùi Quang Vinh trong vai trò Bộ trưởng Bộ Kế hoạch và Đầu tư Việt Nam, và người tiền nhiệm đó kế nhiệm ai, đồng thời ai là người giữ chức vụ Bộ trưởng Bộ Kế hoạch và Đầu tư trước cả hai người này?
A) Không có dữ kiện
B) Triệu Thế Hùng - Lê Xuân Tùng - từ 2003 đến 2009
C) Hoàng Đức Lừng - Nguyễn Đăng Bình - từ 2004 đến 2010
D) Võ Hồng Phúc - Trần Xuân Giá - từ 1996-11-06 đến 2002-09-01",3,"[""pol626284"", ""SUCCEEDED"", ""pol63818"", ""SUCCEEDED"", ""pol1462810"", ""TERM_DURATION"", ""DURATION_từ 1996-11-06 đến 2002-09-01""]",UNANSWERABLE
1242,"Ai là người kế nhiệm của Trịnh Đình Dũng trong vai trò Bộ trưởng Bộ Xây dựng Việt Nam, và người đó có bằng cấp gì về khoa học máy tính?
A) Không có dữ kiện
B) Phạm Hồng Hà - Kỹ sư
C) Trần Sơn Hà - Cao đẳng Ngân hàng
D) Vũ Văn Thược - Cử nhân tiếng Anh",2,"[""pol55980"", ""PRECEDED"", ""pol1463238"", ""HAS_ACADEMIC_TITLE"", ""aca1463238_001""]",UNANSWERABLE
1243,"Ai đã kế nhiệm Nguyễn Thanh Nghị trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, và người đó kế nhiệm ai trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, và người cuối cùng tốt nghiệp trường nào ở Hoa Kỳ?
A) Không có dữ kiện
B) Nguyễn Thị Nương - Đào Đức Toàn - Cao đẳng Nông Lâm Hà Nội
C) Trần Lưu Quang - Tất Thành Cang - Trường Đại học Tổng hợp Thành phố Hồ Chí Minh
D) Phạm Minh Tuyên - Đàm Quang Trung - Trường Kinh tế và Khoa học Chính trị Luân Đôn",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""SUCCEEDED"", ""pol1464924"", ""ALUMNUS_OF"", ""alm248258_001""]",UNANSWERABLE
1244,"Ai là người tiền nhiệm của Phạm Quốc Hưng tại chức vụ Chánh án Tòa án nhân dân tỉnh Hòa Bình, và người tiền nhiệm đó sinh năm bao nhiêu?
A) Không có dữ kiện
B) Nguyễn Lương Bằng - 1957
C) Đặng Duy Báu - 1966
D) Đồng Văn Cống, Bảy Cống - 1962",2,"[""pol14847794"", ""SUCCEEDED"", ""pol13481962"", ""BORN_YEAR"", ""YEAR_1959""]",UNANSWERABLE
1245,"Ai là người kế nhiệm trực tiếp của Đỗ Mười trong vai trò Chủ tịch Hội đồng Bộ trưởng, và vị trí Chủ nhiệm Văn phòng Tài chính-Thương nghiệp Phủ Thủ tướng của người đó kéo dài đến năm 2000?
A) Phạm Hùng - từ 1963-01 đến 1966-11-03
B) Không có dữ kiện
C) Vũ Xuân Viên - từ 1956 đến 1959
D) Võ Văn Hoan - từ 1961 đến 1964",2,"[""pol30735"", ""PRECEDED"", ""pol16602"", ""TERM_DURATION"", ""DURATION_từ 1963-01 đến 1966-11-03""]",UNANSWERABLE
1246,"Ai là người tiền nhiệm của Đinh Đức Thiện trong vai trò Bộ trưởng Bộ Giao thông vận tải, và người đó có bằng cấp gì?
A) Thân Văn Khoa - Tiến sĩ Địa hóa học
B) Ngô Xuân Lộc - Kĩ sư Xây dựng
C) Đồng Sĩ Nguyên - Học viện Quân sự Bắc Kinh
D) Không có dữ kiện",2,"[""pol10656"", ""SUCCEEDED"", ""pol62117"", ""HAS_ACADEMIC_TITLE"", ""aca62117_001""]",UNANSWERABLE
1247,"Nguyễn Thanh Nghị kế nhiệm ai trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, người đó là tiền nhiệm của ai trong chức vụ Bí thư Tỉnh ủy Tây Ninh, và người cuối cùng giữ chức vụ Giám đốc Sở Kế hoạch và Đầu tư thành phố Hồ Chí Minh trong giai đoạn nào?
A) Không có dữ kiện
B) Trần Lưu Quang - Phạm Viết Thanh - từ 2016-04-12 đến 2019-02-28
C) Phạm Đức Ấn - Đặng Huỳnh Mai - từ 2017 đến 2020
D) Phạm Thị Phúc - Nguyễn Hồng Diên - từ 2017 đến 2020",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""PRECEDED"", ""pol3702677"", ""TERM_DURATION"", ""DURATION_từ 2016-04-12 đến 2019-02-28""]",UNANSWERABLE
1248,"Ai là người tiền nhiệm của Quản Minh Cường trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, người đó kế nhiệm ai trong chức vụ Trưởng ban Tổ chức Trung ương tỉnh Hậu Giang, và người cuối cùng giữ chức vụ Trưởng ban Tổ chức Trung ương Đảng Cộng sản Việt Nam trong giai đoạn nào?
A) Huỳnh Văn Tí - Trần Bình Minh - từ 2005 đến 2010
B) Lê Anh Tuấn - Võ Văn Phuông - từ 2015 đến 2020
C) Nguyễn Quang Cường - Nguyễn Thị Thu Thủy - từ 2005 đến 2010
D) Không có dữ kiện",3,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""SUCCEEDED"", ""pol318392"", ""TERM_DURATION"", ""DURATION_từ 2011-02-08 đến 2016-02-04""]",UNANSWERABLE
1249,"Ai là người tiền nhiệm của Nguyễn Thị Thúy Ngần trong chức vụ Chủ tịch Quốc hội, và người đó có học vị gì?
A) Nguyễn Thị Kim Ngân - Thạc sĩ
B) Phạm Thúy Chinh - Thạc sĩ Luật chuyên ngành Thương mại quốc tế (tiếng Anh)
C) Nguyễn Chí Thành - Cao đẳng Ngân hàng
D) Không có dữ kiện",2,"[""pol19785738"", ""PRECEDED"", ""pol106956"", ""HAS_ACADEMIC_TITLE"", ""aca11441242_001""]",UNANSWERABLE
1250,"Ai là người kế nhiệm của Nguyễn Xuân Thắng trong chức vụ Chủ tịch Hội đồng Lý luận Trung ương, và người đó đã giữ chức vụ Tổng biên tập Báo Nhân dân trong khoảng thời gian nào?
A) Phùng Sĩ Tấn - từ 2002 đến 2012
B) Đinh Thế Huynh - từ 2001-06-22 đến 2011-02-08
C) Lê Khắc - từ 1995 đến 2005
D) Không có dữ kiện",2,"[""pol3719106"", ""PRECEDED"", ""pol591013"", ""TERM_DURATION"", ""DURATION_từ 2001-06-22 đến 2011-02-08""]",UNANSWERABLE
1251,"Ai là người tiền nhiệm của Nông Đức Mạnh trên cương vị Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam và Bí thư Quân ủy Trung ương, và chiến dịch nào đã chứng kiến sự tham gia của vị tiền nhiệm ấy?
A) Lê Khả Phiêu - Kháng chiến chống Mỹ
B) Phạm Văn Rạnh - Xung đột Thái Lan-Việt Nam
C) Cao Tấn Khổng - Chiến dịch Đắc Tô I
D) Lại Văn Hoàn - Chiến trường Tây Nguyên",2,"[""pol6293"", ""SUCCEEDED"", ""pol24330"", ""FOUGHT_IN"", ""cam24330_001""]",PARAPHRASE_HARD
1252,"Xét về chuỗi kế nhiệm chức vụ Phu nhân của Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, nếu Trần Thị Nguyệt Thu là người giữ vị trí đó, thì người nào đã đảm nhiệm vai trò này trước bà, và người tiền nhiệm của người đó trong cương vị Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam là ai? Tiếp tục truy ngược, ai đã kế nhiệm người đó trong chức vụ Chủ tịch nước, và ai là người giữ chức Chủ tịch Hội nghị cấp cao ASEAN gần đây nhất trong khoảng thời gian nào?
A) Nguyễn Đình Xứng - Phạm Phước - Nguyễn Hồng Diên - từ 2010 đến 2010
B) Phan Thị Thanh Tâm - Võ Văn Thưởng - Nguyễn Xuân Phúc - từ 2020 đến 2020-12-31
C) Nguyễn Trường Giang - Cầm Ngọc Minh - Mai Chí Thọ - từ 2011 đến 2011
D) Nguyễn Thành Tài - Lý Thái Hải - Nguyễn Côn - từ 2018 đến 2018",4,"[""pol19781134"", ""PRECEDED"", ""pol19795666"", ""PRECEDED"", ""pol248258"", ""SUCCEEDED"", ""pol459014"", ""TERM_DURATION"", ""DURATION_từ 2020 đến 2020-12-31""]",PARAPHRASE_HARD
1253,"Xác định nhân vật lịch sử mà Lương Cường đã thay thế ở cương vị Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, đồng thời liệt kê một chiến dịch quân sự mà nhân vật đó đã trực tiếp tham gia.
A) Nguyễn Khắc Hưng - Chiến dịch Điện Biên Phủ trên không
B) Lê Ngọc Hưng - Chiến dịch Sấm Rền
C) Lê Đức Anh - Chiến dịch Hồ Chí Minh
D) Nguyễn Văn Du - Chiến dịch Sa Thầy",2,"[""pol3161938"", ""PRECEDED"", ""pol41586"", ""FOUGHT_IN"", ""cam591117_001""]",PARAPHRASE_HARD
